symbol	name	entrez_id	ensembl_gene_id	uniprot_ids
SERPINH1P1	serpin family H member 1 pseudogene 1	158172	ENSG00000229207	
SERPINI1	serpin family I member 1	5274	ENSG00000163536	Q99574
SERPINI2	serpin family I member 2	5276	ENSG00000114204	O75830
SERTAD1	SERTA domain containing 1	29950	ENSG00000197019	Q9UHV2
SERTAD2	SERTA domain containing 2	9792	ENSG00000179833	Q14140
SERTAD2-AS1	SERTAD2 antisense RNA 1	105374775	ENSG00000226756	
SERTAD3	SERTA domain containing 3	29946	ENSG00000167565	Q9UJW9
SERTAD3-AS1	SERTAD3 antisense RNA 1	105372489	ENSG00000268366	
SERTAD4	SERTA domain containing 4	56256	ENSG00000082497	Q9NUC0
SERTAD4-AS1	SERTAD4 antisense RNA 1	574036	ENSG00000203706	Q5TG53
SERTAD4BP	SERTA domain containing 4B, pseudogene	646113	ENSG00000186369	
SERTM1	serine rich and transmembrane domain containing 1	400120	ENSG00000180440	A2A2V5
SERTM2	serine rich and transmembrane domain containing 2	401613	ENSG00000260802	A0A1B0GWG4
SESN1	sestrin 1	27244	ENSG00000080546	Q9Y6P5
SESN2	sestrin 2	83667	ENSG00000130766	P58004
SESN3	sestrin 3	143686	ENSG00000149212	P58005
SESTD1	SEC14 and spectrin domain containing 1	91404	ENSG00000187231	Q86VW0
SET	SET nuclear proto-oncogene	6418	ENSG00000119335	Q01105
SETBP1	SET binding protein 1	26040	ENSG00000152217	Q9Y6X0
SETBP1-DT	SETBP1 divergent transcript	101927943	ENSG00000267414	
SETD1A	SET domain containing 1A, histone lysine methyltransferase	9739	ENSG00000099381	O15047
SETD1B	SET domain containing 1B, histone lysine methyltransferase	23067	ENSG00000139718	Q9UPS6
SETD2	SET domain containing 2, histone lysine methyltransferase	29072	ENSG00000181555	Q9BYW2
SETD3	SET domain containing 3, actin N3(tau)-histidine methyltransferase	84193	ENSG00000183576	Q86TU7
SETD4	SET domain containing 4	54093	ENSG00000185917	Q9NVD3
SETD4-AS1	SETD4 antisense RNA 1	105369295	ENSG00000236677	
SETD5	SET domain containing 5	55209	ENSG00000168137	Q9C0A6
SETD6	SET domain containing 6, protein lysine methyltransferase	79918	ENSG00000103037	Q8TBK2
SETD6P1	SET domain containing 6 pseudogene 1	106481727	ENSG00000236877	
SETD7	SET domain containing 7, histone lysine methyltransferase	80854	ENSG00000145391	Q8WTS6
SETD9	SET domain containing 9	133383	ENSG00000155542	Q8NE22
SETDB1	SET domain bifurcated histone lysine methyltransferase 1	9869	ENSG00000143379	Q15047
SETDB2	SET domain bifurcated histone lysine methyltransferase 2	83852	ENSG00000136169	Q96T68
SETMAR	SET and mariner transposase domain methyltransferase	6419	ENSG00000170364	Q53H47
SETP1	SET pseudogene 1	100133314	ENSG00000258863	
SETP2	SET pseudogene 2	326277	ENSG00000258893	
SETP3	SET pseudogene 3	619349	ENSG00000266648	
SETP4	SET pseudogene 4	642869	ENSG00000237211	
SETP5	SET pseudogene 5	100130014	ENSG00000233998	
SETP6	SET pseudogene 6	100419178	ENSG00000241319	
SETP7	SET pseudogene 7	100873166	ENSG00000257444	
SETP8	SET pseudogene 8	100128536	ENSG00000213526	
SETP9	SET pseudogene 9	100129738	ENSG00000235101	
SETP10	SET pseudogene 10	100287822	ENSG00000231905	
SETP11	SET pseudogene 11	100419187	ENSG00000239570	
SETP12	SET pseudogene 12	100419158	ENSG00000251609	
SETP14	SET pseudogene 14	389168	ENSG00000240489	
SETP15	SET pseudogene 15	100856877	ENSG00000226536	
SETP16	SET pseudogene 16	649925	ENSG00000254621	
SETP17	SET pseudogene 17	100130043	ENSG00000255222	
SETP20	SET pseudogene 20	389217	ENSG00000225094	
SETP21	SET pseudogene 21	100856878	ENSG00000214244	
SETP22	SET pseudogene 22	642737	ENSG00000213701	
SETSIP	SET like protein	646817	ENSG00000230667	P0DME0
SETX	senataxin	23064	ENSG00000107290	Q7Z333
SEZ6	seizure related 6 homolog	124925	ENSG00000063015	Q53EL9
SEZ6L	seizure related 6 homolog like	23544	ENSG00000100095	Q9BYH1
SEZ6L-AS1	SEZ6L antisense RNA 1	105372974	ENSG00000224192	
SEZ6L2	seizure related 6 homolog like 2	26470	ENSG00000174938	Q6UXD5
SF1	splicing factor 1	7536	ENSG00000168066	Q15637
SF1-DT	SF1 divergent transcript	118827805	ENSG00000269038	
SF3A1	splicing factor 3a subunit 1	10291	ENSG00000099995	Q15459
SF3A2	splicing factor 3a subunit 2	8175	ENSG00000104897	Q15428
SF3A2P1	SF3A2 pseudogene 1	645852	ENSG00000248850	
SF3A3	splicing factor 3a subunit 3	10946	ENSG00000183431	Q12874
SF3A3P1	splicing factor 3a, subunit 3 pseudogene 1	170548	ENSG00000230568	
SF3A3P2	splicing factor 3a, subunit 3 pseudogene 2	449645	ENSG00000254449	
SF3B1	splicing factor 3b subunit 1	23451	ENSG00000115524	O75533
SF3B2	splicing factor 3b subunit 2	10992	ENSG00000087365	Q13435
SF3B3	splicing factor 3b subunit 3	23450	ENSG00000189091	Q15393
SF3B4	splicing factor 3b subunit 4	10262	ENSG00000143368	Q15427
SF3B4P1	splicing factor 3b, subunit 4 pseudogene 1	326276	ENSG00000258988	
SF3B5	splicing factor 3b subunit 5	83443	ENSG00000169976	Q9BWJ5
SF3B6	splicing factor 3b subunit 6	51639	ENSG00000115128	Q9Y3B4
SFI1	SFI1 centrin binding protein	9814	ENSG00000198089	A8K8P3
SFMBT1	Scm like with four mbt domains 1	51460	ENSG00000163935	Q9UHJ3
SFMBT2	Scm like with four mbt domains 2	57713	ENSG00000198879	Q5VUG0
SFN	stratifin	2810	ENSG00000175793	P31947
SFPQ	splicing factor proline and glutamine rich	6421	ENSG00000116560	P23246
SFPQP1	splicing factor proline and glutamine rich pseudogene 1	23758	ENSG00000224035	
SFR1	SWI5 dependent homologous recombination repair protein 1	119392	ENSG00000156384	Q86XK3
SFR1P1	SFR1 pseudogene 1	100130090	ENSG00000227541	
SFR1P2	SFR1 pseudogene 2	730792	ENSG00000223707	
SFRP1	secreted frizzled related protein 1	6422	ENSG00000104332	Q8N474
SFRP2	secreted frizzled related protein 2	6423	ENSG00000145423	Q96HF1
SFRP4	secreted frizzled related protein 4	6424	ENSG00000106483	Q6FHJ7
SFRP5	secreted frizzled related protein 5	6425	ENSG00000120057	Q5T4F7
SFSWAP	splicing factor SWAP	6433	ENSG00000061936	Q12872
SFSWAP-AS1	SFSWAP antisense RNA 1		ENSG00000255933	
SFT2D1	SFT2 domain containing 1	113402	ENSG00000198818	Q8WV19
SFT2D2	SFT2 domain containing 2	375035	ENSG00000213064	O95562
SFT2D3	SFT2 domain containing 3	84826	ENSG00000173349	Q587I9
SFTA1P	surfactant associated 1, lncRNA	207107	ENSG00000225383	
SFTA2	surfactant associated 2	389376	ENSG00000196260	Q6UW10
SFTA3	surfactant associated 3	253970	ENSG00000229415	P0C7M3
SFTPA1	surfactant protein A1	653509	ENSG00000122852	Q8IWL2
SFTPA2	surfactant protein A2	729238	ENSG00000185303	Q8IWL1
SFTPA3P	surfactant protein A3, pseudogene	100288405	ENSG00000225827	
SFTPB	surfactant protein B	6439	ENSG00000168878	P07988
SFTPC	surfactant protein C	6440	ENSG00000168484	P11686
SFTPD	surfactant protein D	6441	ENSG00000133661	P35247
SFTPD-AS1	SFTPD antisense RNA 1	105419997	ENSG00000273372	
SFXN1	sideroflexin 1	94081	ENSG00000164466	Q9H9B4
SFXN2	sideroflexin 2	118980	ENSG00000156398	Q96NB2
SFXN3	sideroflexin 3	81855	ENSG00000107819	Q9BWM7
SFXN4	sideroflexin 4	119559	ENSG00000183605	Q6P4A7
SFXN4P1	SFXN4 pseudogene 1	100418906	ENSG00000270390	
SFXN5	sideroflexin 5	94097	ENSG00000144040	Q8TD22
SGCA	sarcoglycan alpha	6442	ENSG00000108823	Q16586
SGCB	sarcoglycan beta	6443	ENSG00000163069	Q16585
SGCD	sarcoglycan delta	6444	ENSG00000170624	Q92629
SGCE	sarcoglycan epsilon	8910	ENSG00000127990	O43556
SGCEP1	SGCE pseudogene 1	474174	ENSG00000235352	
SGCG	sarcoglycan gamma	6445	ENSG00000102683	Q13326
SGCZ	sarcoglycan zeta	137868	ENSG00000185053	Q96LD1
SGF29	SAGA complex associated factor 29	112869	ENSG00000176476	Q96ES7
SGIP1	SH3GL interacting endocytic adaptor 1	84251	ENSG00000118473	Q9BQI5
SGK1	serum/glucocorticoid regulated kinase 1	6446	ENSG00000118515	O00141
SGK2	serum/glucocorticoid regulated kinase 2	10110	ENSG00000101049	Q9HBY8
SGK3	serum/glucocorticoid regulated kinase family member 3	23678	ENSG00000104205	Q96BR1
SGMS1	sphingomyelin synthase 1	259230	ENSG00000198964	Q86VZ5
SGMS1-AS1	SGMS1 antisense RNA 1	104355295	ENSG00000226200	
SGMS2	sphingomyelin synthase 2	166929	ENSG00000164023	Q8NHU3
SGO1	shugoshin 1	151648	ENSG00000129810	Q5FBB7
SGO1-AS1	SGO1 antisense RNA 1	100874028	ENSG00000231304	
SGO1P1	shugoshin 1 pseudogene 1	100533666	ENSG00000270615	
SGO1P2	shugoshin 1 pseudogene 2	100533661	ENSG00000234304	
SGO2	shugoshin 2	151246	ENSG00000163535	Q562F6
SGPL1	sphingosine-1-phosphate lyase 1	8879	ENSG00000166224	O95470
SGPP1	sphingosine-1-phosphate phosphatase 1	81537	ENSG00000126821	Q9BX95
SGPP2	sphingosine-1-phosphate phosphatase 2	130367	ENSG00000163082	Q8IWX5
SGSH	N-sulfoglucosamine sulfohydrolase	6448	ENSG00000181523	P51688
SGSM1	small G protein signaling modulator 1	129049	ENSG00000167037	Q2NKQ1
SGSM2	small G protein signaling modulator 2	9905	ENSG00000141258	O43147
SGSM2-AS1	SGSM2 antisense RNA 1	123706538	ENSG00000263345	
SGSM3	small G protein signaling modulator 3	27352	ENSG00000100359	Q96HU1
SGSM3-AS1	SGSM3 antisense RNA 1	107985538	ENSG00000229999	
SGTA	small glutamine rich tetratricopeptide repeat co-chaperone alpha	6449	ENSG00000104969	O43765
SGTB	small glutamine rich tetratricopeptide repeat co-chaperone beta	54557	ENSG00000197860	Q96EQ0
SH2B1	SH2B adaptor protein 1	25970	ENSG00000178188	Q9NRF2
SH2B2	SH2B adaptor protein 2	10603	ENSG00000160999	O14492
SH2B3	SH2B adaptor protein 3	10019	ENSG00000111252	Q9UQQ2
SH2D1A	SH2 domain containing 1A	4068	ENSG00000183918	O60880
SH2D1B	SH2 domain containing 1B	117157	ENSG00000198574	O14796
SH2D2A	SH2 domain containing 2A	9047	ENSG00000027869	Q9NP31
SH2D3A	SH2 domain containing 3A	10045	ENSG00000125731	Q9BRG2
SH2D3C	SH2 domain containing 3C	10044	ENSG00000095370	Q8N5H7
SH2D4A	SH2 domain containing 4A	63898	ENSG00000104611	Q9H788
SH2D4B	SH2 domain containing 4B	387694	ENSG00000178217	Q5SQS7
SH2D5	SH2 domain containing 5	400745	ENSG00000189410	Q6ZV89
SH2D6	SH2 domain containing 6	284948	ENSG00000152292	Q7Z4S9
SH2D7	SH2 domain containing 7	646892	ENSG00000183476	A6NKC9
SH3BGR	SH3 domain binding glutamate rich protein	6450	ENSG00000185437	P55822
SH3BGRL	SH3 domain binding glutamate rich protein like	6451	ENSG00000131171	O75368
SH3BGRL2	SH3 domain binding glutamate rich protein like 2	83699	ENSG00000198478	Q9UJC5
SH3BGRL3	SH3 domain binding glutamate rich protein like 3	83442	ENSG00000142669	Q9H299
SH3BP1	SH3 domain binding protein 1	23616	ENSG00000100092	Q9Y3L3
SH3BP2	SH3 domain binding protein 2	6452	ENSG00000087266	P78314
SH3BP4	SH3 domain binding protein 4	23677	ENSG00000130147	Q9P0V3
SH3BP5	SH3 domain binding protein 5	9467	ENSG00000131370	O60239
SH3BP5-AS1	SH3BP5 antisense RNA 1	100505696	ENSG00000224660	
SH3BP5L	SH3 binding domain protein 5 like	80851	ENSG00000175137	Q7L8J4
SH3D19	SH3 domain containing 19	152503	ENSG00000109686	Q5HYK7
SH3D19-AS1	SH3D19 antisense RNA 1	107986196	ENSG00000270681	
SH3D21	SH3 domain containing 21	79729	ENSG00000214193	A4FU49
SH3GL1	SH3 domain containing GRB2 like 1, endophilin A2	6455	ENSG00000141985	Q99961
SH3GL1P1	SH3 domain containing GRB2 like 1, endophilin A2 pseudogene 1	6458	ENSG00000266777	
SH3GL1P2	SH3 domain containing GRB2 like 1, endophilin A2 pseudogene 2	6459	ENSG00000264943	
SH3GL1P3	SH3 domain containing GRB2 like 1, endophilin A2 pseudogene 3	727736	ENSG00000267352	
SH3GL2	SH3 domain containing GRB2 like 2, endophilin A1	6456	ENSG00000107295	Q99962
SH3GL3	SH3 domain containing GRB2 like 3, endophilin A3	6457	ENSG00000140600	Q99963
SH3GLB1	SH3 domain containing GRB2 like, endophilin B1	51100	ENSG00000097033	Q9Y371
SH3GLB2	SH3 domain containing GRB2 like, endophilin B2	56904	ENSG00000148341	Q9NR46
SH3KBP1	SH3 domain containing kinase binding protein 1	30011	ENSG00000147010	Q96B97
SH3PXD2A	SH3 and PX domains 2A	9644	ENSG00000107957	Q5TCZ1
SH3PXD2A-AS1	SH3PXD2A antisense RNA 1	100505839	ENSG00000280693	
SH3PXD2B	SH3 and PX domains 2B	285590	ENSG00000174705	A1X283
SH3RF1	SH3 domain containing ring finger 1	57630	ENSG00000154447	Q7Z6J0
SH3RF1-AS1	SH3RF1 antisense RNA 1		ENSG00000251171	
SH3RF2	SH3 domain containing ring finger 2	153769	ENSG00000156463	Q8TEC5
SH3RF3	SH3 domain containing ring finger 3	344558	ENSG00000172985	Q8TEJ3
SH3RF3-AS1	SH3RF3 antisense RNA 1	100287216	ENSG00000259863	
SH3TC1	SH3 domain and tetratricopeptide repeats 1	54436	ENSG00000125089	Q8TE82
SH3TC2	SH3 domain and tetratricopeptide repeats 2	79628	ENSG00000169247	Q8TF17
SH3TC2-DT	SH3TC2 divergent transcript	255187	ENSG00000250072	
SH3YL1	SH3 and SYLF domain containing 1	26751	ENSG00000035115	Q96HL8
SHANK1	SH3 and multiple ankyrin repeat domains 1	50944	ENSG00000161681	Q9Y566
SHANK2	SH3 and multiple ankyrin repeat domains 2	22941	ENSG00000162105	Q9UPX8
SHANK2-AS1	SHANK2 antisense RNA 1	100874198	ENSG00000226627	
SHANK2-AS3	SHANK2 antisense RNA 3	220070	ENSG00000171671	Q9BTD1
SHANK3	SH3 and multiple ankyrin repeat domains 3	85358	ENSG00000251322	Q9BYB0
SHARPIN	SHANK associated RH domain interactor	81858	ENSG00000179526	Q9H0F6
SHB	SH2 domain containing adaptor protein B	6461	ENSG00000107338	Q15464
SHBG	sex hormone binding globulin	6462	ENSG00000129214	P04278
SHC1	SHC adaptor protein 1	6464	ENSG00000160691	P29353
SHC1P1	SHC adaptor protein 1 pseudogene 1	6465	ENSG00000230889	
SHC1P2	SHC adaptor protein 1 pseudogene 2	6466	ENSG00000267691	
SHC2	SHC adaptor protein 2	25759	ENSG00000129946	P98077
SHC3	SHC adaptor protein 3	53358	ENSG00000148082	Q92529
SHC4	SHC adaptor protein 4	399694	ENSG00000185634	Q6S5L8
SHCBP1	SHC binding and spindle associated 1	79801	ENSG00000171241	Q8NEM2
SHCBP1L	SHC binding and spindle associated 1 like	81626	ENSG00000157060	Q9BZQ2
SHD	Src homology 2 domain containing transforming protein D	56961	ENSG00000105251	Q96IW2
SHE	Src homology 2 domain containing E	126669	ENSG00000169291	Q5VZ18
SHF	Src homology 2 domain containing F	90525	ENSG00000138606	Q7M4L6
SHFL	shiftless antiviral inhibitor of ribosomal frameshifting	55337	ENSG00000130813	Q9NUL5
SHH	sonic hedgehog signaling molecule	6469	ENSG00000164690	Q15465
SHISA2	shisa family member 2	387914	ENSG00000180730	Q6UWI4
SHISA3	shisa family member 3	152573	ENSG00000178343	A0PJX4
SHISA4	shisa family member 4	149345	ENSG00000198892	Q96DD7
SHISA5	shisa family member 5	51246	ENSG00000164054	Q8N114
SHISA5P1	SHISA5 pseudogene 1	643043	ENSG00000226641	
SHISA5P2	SHISA5 pseudogene 2	101928425	ENSG00000203397	
SHISA6	shisa family member 6	388336	ENSG00000188803	Q6ZSJ9
SHISA7	shisa family member 7	729956	ENSG00000187902	A6NL88
SHISA8	shisa family member 8	440829	ENSG00000234965	B8ZZ34
SHISA9	shisa family member 9	729993	ENSG00000237515	B4DS77
SHISAL1	shisa like 1	85352	ENSG00000138944	Q3SXP7
SHISAL2A	shisa like 2A	348378	ENSG00000182183	Q6UWV7
SHISAL2B	shisa like 2B	100132916	ENSG00000145642	A6NKW6
SHKBP1	SH3KBP1 binding protein 1	92799	ENSG00000160410	Q8TBC3
SHLD1	shieldin complex subunit 1	149840	ENSG00000171984	Q8IYI0
SHLD2	shieldin complex subunit 2	54537	ENSG00000122376	Q86V20
SHLD2P1	shieldin complex subunit 2 pseudogene 1	414241	ENSG00000165874	
SHLD2P2	shieldin complex subunit 2 pseudogene 2	100128781	ENSG00000259096	
SHLD2P3	shieldin complex subunit 2 pseudogene 3	439965	ENSG00000189014	
SHLD3	shieldin complex subunit 3	112441434	ENSG00000253251	Q6ZNX1
SHMT1	serine hydroxymethyltransferase 1	6470	ENSG00000176974	P34896
SHMT1P1	SHMT1 pseudogene 1	6471	ENSG00000224751	
SHMT2	serine hydroxymethyltransferase 2	6472	ENSG00000182199	P34897
SHOC1	shortage in chiasmata 1	158401	ENSG00000165181	Q5VXU9
SHOC2	SHOC2 leucine rich repeat scaffold protein	8036	ENSG00000108061	Q9UQ13
SHOX	SHOX homeobox	6473	ENSG00000185960	O15266
SHOX2	SHOX homeobox 2	6474	ENSG00000168779	O60902
SHPK	sedoheptulokinase	23729	ENSG00000197417	Q9UHJ6
SHPRH	SNF2 histone linker PHD RING helicase	257218	ENSG00000146414	Q149N8
SHQ1	SHQ1, H/ACA ribonucleoprotein assembly factor	55164	ENSG00000144736	Q6PI26
SHQ1P1	SHQ1, H/ACA ribonucleoprotein assembly factor pseudogene 1	644451	ENSG00000231588	
SHROOM1	shroom family member 1	134549	ENSG00000164403	Q2M3G4
SHROOM2	shroom family member 2	357	ENSG00000146950	Q13796
SHROOM2P1	shroom family member 2 pseudogene 1	10031	ENSG00000226863	
SHROOM3	shroom family member 3	57619	ENSG00000138771	Q8TF72
SHROOM3-AS1	SHROOM3 antisense RNA 1	105377289	ENSG00000233860	
SHROOM4	shroom family member 4	57477	ENSG00000158352	Q9ULL8
SHTN1	shootin 1	57698	ENSG00000187164	A0MZ66
SI	sucrase-isomaltase	6476	ENSG00000090402	P14410
SIAE	sialic acid acetylesterase	54414	ENSG00000110013	Q9HAT2
SIAH1	siah E3 ubiquitin protein ligase 1	6477	ENSG00000196470	Q8IUQ4
SIAH1P1	siah E3 ubiquitin protein ligase 1 pseudogene 1	340571	ENSG00000230227	
SIAH2	siah E3 ubiquitin protein ligase 2	6478	ENSG00000181788	O43255
SIAH2-AS1	SIAH2 and CLRN1 antisense RNA 1	105374155	ENSG00000244265	
SIAH3	siah E3 ubiquitin protein ligase family member 3	283514	ENSG00000215475	Q8IW03
SIDT1	SID1 transmembrane family member 1	54847	ENSG00000072858	Q9NXL6
SIDT1-AS1	SIDT1 antisense RNA 1	100874030	ENSG00000239453	
SIDT2	SID1 transmembrane family member 2	51092	ENSG00000149577	Q8NBJ9
SIGIRR	single Ig and TIR domain containing	59307	ENSG00000185187	Q6IA17
SIGLEC1	sialic acid binding Ig like lectin 1	6614	ENSG00000088827	Q9BZZ2
SIGLEC5	sialic acid binding Ig like lectin 5	8778	ENSG00000105501	O15389
SIGLEC6	sialic acid binding Ig like lectin 6	946	ENSG00000105492	O43699
SIGLEC7	sialic acid binding Ig like lectin 7	27036	ENSG00000168995	Q9Y286
SIGLEC8	sialic acid binding Ig like lectin 8	27181	ENSG00000105366	Q9NYZ4
SIGLEC9	sialic acid binding Ig like lectin 9	27180	ENSG00000129450	Q9Y336
SIGLEC10	sialic acid binding Ig like lectin 10	89790	ENSG00000142512	Q96LC7
SIGLEC10-AS1	SIGLEC10 antisense RNA 1	100129083	ENSG00000255441	
SIGLEC10-AS2	SIGLEC10 antisense RNA 2	127379722	ENSG00000254760	
SIGLEC11	sialic acid binding Ig like lectin 11	114132	ENSG00000161640	Q96RL6
SIGLEC12	sialic acid binding Ig like lectin 12	89858	ENSG00000254521	Q96PQ1
SIGLEC14	sialic acid binding Ig like lectin 14	100049587	ENSG00000254415	Q08ET2
SIGLEC15	sialic acid binding Ig like lectin 15	284266	ENSG00000197046	Q6ZMC9
SIGLEC16	sialic acid binding Ig like lectin 16 (gene/pseudogene)	400709	ENSG00000161643	A6NMB1
SIGLEC17P	sialic acid binding Ig like lectin 17, pseudogene	284367	ENSG00000171101	
SIGLEC18P	sialic acid binding Ig like lectin 18, pseudogene	114184	ENSG00000268581	
SIGLEC20P	sialic acid binding Ig like lectin 20, pseudogene	114192	ENSG00000268336	
SIGLEC21P	sialic acid binding Ig like lectin 21, pseudogene	114194	ENSG00000269253	
SIGLEC22P	sialic acid binding Ig like lectin 22, pseudogene	114195	ENSG00000268849	
SIGLEC24P	sialic acid binding Ig like lectin 24, pseudogene	114196	ENSG00000269021	
SIGLEC25P	sialic acid binding Ig like lectin 25, pseudogene	114198		
SIGLEC26P	sialic acid binding Ig like lectin 26, pseudogene	114185		
SIGLEC27P	sialic acid binding Ig like lectin 27, pseudogene	114186	ENSG00000269580	
SIGLEC28P	sialic acid binding Ig like lectin 28, pseudogene	114187		
SIGLEC29P	sialic acid binding Ig like lectin 29, pseudogene	114188	ENSG00000268267	
SIGLEC30P	sialic acid binding Ig like lectin 30, pseudogene	114190	ENSG00000224896	
SIGLEC31P	sialic acid binding Ig like lectin 31, pseudogene	114189	ENSG00000268847	
SIGLECL1	SIGLEC family like 1	284369	ENSG00000179213	Q8N7X8
SIGMAR1	sigma non-opioid intracellular receptor 1	10280	ENSG00000147955	Q99720
SIK1	salt inducible kinase 1	150094	ENSG00000142178	P57059
SIK2	salt inducible kinase 2	23235	ENSG00000170145	Q9H0K1
SIK3	SIK family kinase 3	23387	ENSG00000160584	Q9Y2K2
SIKE1	suppressor of IKBKE 1	80143	ENSG00000052723	Q9BRV8
SIL1	SIL1 nucleotide exchange factor	64374	ENSG00000120725	Q9H173
SILC1	sciatic injury induced lincRNA upregulator of SOX11	150622	ENSG00000232044	
SIM1	SIM bHLH transcription factor 1	6492	ENSG00000112246	P81133
SIM1-AS1	SIM1 antisense RNA 1	102724406	ENSG00000228082	
SIM2	SIM bHLH transcription factor 2	6493	ENSG00000159263	Q14190
SIMALR	suppressor of inflammatory macrophage apoptosis lncRNA	105378020	ENSG00000226004	
SIMC1	SUMO interacting motifs containing 1	375484	ENSG00000170085	Q8NDZ2
SIMC1P1	SIMC1 pseudogene 1	202181	ENSG00000246596	
SIN3A	SIN3 transcription regulator family member A	25942	ENSG00000169375	Q96ST3
SIN3B	SIN3 transcription regulator family member B	23309	ENSG00000127511	O75182
SINHCAF	SIN3-HDAC complex associated factor	58516	ENSG00000139146	Q9NP50
SINHCAFP1	SINHCAF pseudogene 1	100421588	ENSG00000263829	
SINHCAFP2	SINHCAF pseudogene 2	728115	ENSG00000267742	
SINHCAFP3	SINHCAF pseudogene 3	646721	ENSG00000253488	
SIPA1	signal-induced proliferation-associated 1	6494	ENSG00000213445	Q96FS4
SIPA1L1	signal induced proliferation associated 1 like 1	26037	ENSG00000197555	O43166
SIPA1L1-AS1	SIPA1L1 antisense RNA 1	102724015	ENSG00000259146	
SIPA1L2	signal induced proliferation associated 1 like 2	57568	ENSG00000116991	Q9P2F8
SIPA1L3	signal induced proliferation associated 1 like 3	23094	ENSG00000105738	O60292
SIRLNT	SIRT1 regulating lncRNA tumor promoter	112543493	ENSG00000253802	
SIRPA	signal regulatory protein alpha	140885	ENSG00000198053	P78324
SIRPAP1	signal regulatory protein alpha pseudogene 1	23755	ENSG00000225774	
SIRPB1	signal regulatory protein beta 1	10326	ENSG00000101307	O00241|Q5TFQ8
SIRPB2	signal regulatory protein beta 2	284759	ENSG00000196209	Q5JXA9
SIRPB3P	signal regulatory protein beta 3, pseudogene	105369219	ENSG00000223750	
SIRPD	signal regulatory protein delta	128646	ENSG00000125900	Q9H106
SIRPG	signal regulatory protein gamma	55423	ENSG00000089012	Q9P1W8
SIRPG-AS1	SIRPG antisense RNA 1	101929010	ENSG00000237914	
SIRT1	sirtuin 1	23411	ENSG00000096717	Q96EB6
SIRT1-AS	SIRT1 antisense RNA	106633813		
SIRT2	sirtuin 2	22933	ENSG00000068903	Q8IXJ6
SIRT3	sirtuin 3	23410	ENSG00000142082	Q9NTG7
SIRT4	sirtuin 4	23409	ENSG00000089163	Q9Y6E7
SIRT5	sirtuin 5	23408	ENSG00000124523	Q9NXA8
SIRT6	sirtuin 6	51548	ENSG00000077463	Q8N6T7
SIRT7	sirtuin 7	51547	ENSG00000187531	Q9NRC8
SIT1	signaling threshold regulating transmembrane adaptor 1	27240	ENSG00000137078	Q9Y3P8
SIVA1	SIVA1 apoptosis inducing factor	10572	ENSG00000184990	O15304
SIX1	SIX homeobox 1	6495	ENSG00000126778	Q15475
SIX2	SIX homeobox 2	10736	ENSG00000170577	Q9NPC8
SIX3	SIX homeobox 3	6496	ENSG00000138083	O95343
SIX3-AS1	SIX3 antisense RNA 1	100506108	ENSG00000236502	
SIX4	SIX homeobox 4	51804	ENSG00000100625	Q9UIU6
SIX5	SIX homeobox 5	147912	ENSG00000177045	Q8N196
SIX6	SIX homeobox 6	4990	ENSG00000184302	O95475
SKA1	spindle and kinetochore associated complex subunit 1	220134	ENSG00000154839	Q96BD8
SKA2	spindle and kinetochore associated complex subunit 2	348235	ENSG00000182628	Q8WVK7
SKA2P1	spindle and kinetochore associated complex subunit 2 pseudogene 1	729012	ENSG00000232387	
SKA3	spindle and kinetochore associated complex subunit 3	221150	ENSG00000165480	Q8IX90
SKAP1	src kinase associated phosphoprotein 1	8631	ENSG00000141293	Q86WV1
SKAP1-AS1	SKAP1 antisense RNA 1	110806289	ENSG00000263787	
SKAP1-AS2	SKAP1 antisense RNA 2	105371807	ENSG00000235300	
SKAP2	src kinase associated phosphoprotein 2	8935	ENSG00000005020	O75563
SKI	SKI proto-oncogene	6497	ENSG00000157933	P12755
SKIC2	SKI2 subunit of superkiller complex	6499	ENSG00000204351	Q15477
SKIC3	SKI3 subunit of superkiller complex	9652	ENSG00000198677	Q6PGP7
SKIC8	SKI8 subunit of superkiller complex	80349	ENSG00000140395	Q9GZS3
SKIDA1	SKI/DACH domain containing 1	387640	ENSG00000180592	Q1XH10
SKIL	SKI like proto-oncogene	6498	ENSG00000136603	P12757
SKINT1L	Skint1 like (pseudogene)	391037	ENSG00000242267	
SKOR1	SKI family transcriptional corepressor 1	390598	ENSG00000188779	P84550
SKOR1-AS1	SKOR1 antisense RNA 1	101929076	ENSG00000245719	
SKOR2	SKI family transcriptional corepressor 2	652991	ENSG00000215474	Q2VWA4
SKP1	S-phase kinase associated protein 1	6500	ENSG00000113558	P63208
SKP1P1	S-phase kinase associated protein 1 pseudogene 1	6922	ENSG00000231234	
SKP1P2	S-phase kinase associated protein 1 pseudogene 2	728622	ENSG00000256211	
SKP1P3	S-phase kinase associated protein 1 pseudogene 3	100101119	ENSG00000229707	
SKP1P4	S-phase kinase associated protein 1 pseudogene 4	133395148	ENSG00000236079	
SKP2	S-phase kinase associated protein 2	6502	ENSG00000145604	Q13309
SKP2P1	SKP2 pseudogene 1	100130500	ENSG00000229693	
SLA	Src like adaptor	6503	ENSG00000155926	Q13239
SLA2	Src like adaptor 2	84174	ENSG00000101082	Q9H6Q3
SLAIN1	SLAIN motif family member 1	122060	ENSG00000139737	Q8ND83
